,name,country_reg,country,owner,users,purpose,description,CLO,TOO,longitude,perigee_km,apogee_km,eccentricity,inclination,period_minutes,launch_mass,dry_mass,power_watts,launch_date,expected_lifetime_years,contractor,contractor_country,launch_site,launch_vehicle,COSPAR,NORAD,comments,launch_year,launch_month,launch_day,nickname,radians,apogeeR,perigeeR,majorA,semimajorA,fDistance,minorA,semiminorA,meanmotion,period_seconds,simple_seconds,T_long,sec_per_longdegree,time_till_longitude,meanAnom,Efromcenter,eccentricAnom,trueAnom,flightpath,distanceAt,cartX,cartY,trueAnomadj,dif
994,Landsat 7 ,USA,USA,National Aeronautics and Space Administration (NASA)/US Geological Survey,Government,Earth Observation,Earth Science,LEO,Sun-Synchronous,65.0,702,703,7.070000000000001e-05,98.2,98.8,2744.0,2200.0,1500.0,1999-04-15,15.0,Lockheed Martin Missiles and Space,USA,Vandenberg AFB,Delta 2,1999-020A,25682,Remote sensing; polar orbit.,1999,4,15,,1.1344640137963142,7074,7073,14147,7073.5,1,14146.999964656818,7073.499982328409,0.0010612490837453154,5920.556637849085,5928.0,1068.9893929449738,16.4459906606919,1068.9893929449736,1.134464013796314,0.5,1.1345280916714475,1.1345921705036852,6.407787507433884e-05,702.2886791507717,-4548.146871557578,5417.449781779071,2.2691843410073704,0.0
995,Landsat 8,USA,USA,National Aeronautics and Space Administration (NASA)/US Geological Survey,Government,Earth Observation,Earth Science,LEO,Sun-Synchronous,132.0,700,705,0.00035299999999999996,98.2,98.8,2780.0,1512.0,4300.0,2013-02-11,5.0,Orbital Sciences Corp.,USA,Vandenberg AFB,Atlas 5,2013-008A,39084,Replacement for Landsat 5.,2013,2,11,,2.303834612632515,7076,7071,14147,7073.5,5,14146.999116420415,7073.499558210207,0.0010612490837453154,5920.556637849085,5928.0,2170.8707672113314,16.4459906606919,2170.870767211331,2.3038346126325147,2.5,2.3040968808073514,2.3043591180001934,0.00026226817614225754,704.171269261753,-732.0021505323364,-7035.521936469843,4.608718236000387,0.0
998,LAPAN A3,NR (12/16),Indonesia,Indonesian National Aeronautics and  Space Agency (Lembaga Penerbangan dan Antariksa Nasional - LAPAN),Government,Earth Observation,Automatic Identification System (AIS),LEO,Sun-Synchronous,289.0,501,517,0.00116,97.5,94.8,115.0,,37.0,2016-06-22,,Indonesian National Institute of Aeronautics and Space,Indonesia,Satish Dhawan Space Centre,PSLV XL,2016-040E,41603,Experimental remote sensing mission. Carries AIS and amateur radio.,2016,6,22,,5.044001538263612,6888,6872,13760,6880.0,16,13759.990697671274,6879.995348835637,0.001106333868420027,5679.284966800034,5688.0,4559.203765014472,15.77579157444454,4559.203765014472,5.044001538263613,8.0,5.042904322342385,1.2413784069224283,0.001097215558835348,506.4099868207377,-5440.053580492924,4211.910855554081,2.4827568138448566,0.0
999,LAPAN-Tubsat ,NR,Indonesia,Indonesian National Aeronautics and  Space Agency (Lembaga Penerbangan dan Antariksa Nasional - LAPAN),Government,Earth Observation/Technology Development,Optical Imaging,LEO,Sun-Synchronous,197.0,617,637,0.00143,97.7,97.2,60.0,,14.0,2007-01-10,,Technical University of Berlin,Germany,Satish Dhawan Space Centre,PSLV C7,2007-001A,29709,Video camera surveillance microsatellite; based on German DLR-Tubsat; will perform experiments in attitude control and earth observation.,2007,1,10,(LAPAN A1),3.4382986264288293,7008,6988,13996,6998.0,20,13995.98571019562,6997.99285509781,0.0010784697246434462,5826.019185894973,5832.0,3188.127165614749,16.183386627486037,3188.127165614749,3.4382986264288293,10.0,3.4378811058570546,2.8457214367407198,0.0004175209379826275,636.5710963250276,5808.130031988213,-3903.536654949717,5.6914428734814395,0.0
1002,Lemur-1,USA,USA,Spire Global Inc.,Commercial,Technology Development,,LEO,Sun-Synchronous,321.0,612,697,0.00605,97.98,97.82,4.0,,,2014-06-19,,NanoSatisfi Inc.,USA,Dombarovsky Air Base,Dnepr,2014-033AL,40044,Prototype. Earth imaging constellation.,2014,6,19,,5.602506898901797,7068,6983,14051,7025.5,85,14050.742898508961,7025.3714492544805,0.0010721437245268747,5860.394612627412,5869.2,5225.518529592776,16.278873923965033,5225.518529592776,5.6025068989017965,42.5,5.598681524647319,0.6883381453718138,0.00382539770352487,621.5705399736171,1355.2412452303022,6893.419498386932,1.3766762907436276,0.0
1007,Lemur-2-AndiS ,NR,USA,Spire Global Inc.,Commercial,Earth Observation,Meteorology Automatic Identification System (AIS),LEO,Sun-Synchronous,72.0,586,598,0.0008619999999999999,97.6,96.5,10.0,,,2017-07-14,,Spire Global,USA,Baikonur Cosmodrome,Soyuz 2.1a,2017-042P,42838,,2017,7,14,(Lemur 2F47),1.2566370614359172,6969,6957,13926,6963.0,12,13925.994829813775,6962.997414906888,0.0010866114382304492,5782.366249900495,5790.0,1156.4732499800991,16.06212847194582,1156.473249980099,1.256637061435917,6.0,1.2574570905863007,1.2582772285228494,0.0008200289955692234,590.1499288739069,-5646.580583040816,4074.2464817097184,2.516554457045699,0.0
1010,Lemur-2-ArtFischer ,NR,USA,Spire Global Inc.,Commercial,Earth Observation,Meteorology Automatic Identification System (AIS),LEO,Sun-Synchronous,117.0,585,601,0.00115,97.6,96.5,10.0,,,2017-07-14,,Spire Global,USA,Baikonur Cosmodrome,Soyuz 2.1a,2017-042BJ,42881,,2017,7,14,(Lemur 2F43),2.0420352248333655,6972,6956,13928,6964.0,16,13927.990809876348,6963.995404938174,0.0010863773976440482,5783.6119573230235,5790.0,1879.6738861299827,16.065588770341733,1879.6738861299827,2.0420352248333655,8.0,2.087579277059077,2.0885788184877616,0.0009998254784586186,596.9569351694117,-3551.9188612704943,-5990.085229106931,4.177157636975523,0.0
1012,Lemur-2-Dembitz ,NR,USA,Spire Global Inc.,Commercial,Earth Observation,Meteorology Automatic Identification System (AIS),LEO,Sun-Synchronous,175.0,586,596,0.000718,97.6,96.5,10.0,,,2017-07-14,,Spire Global,USA,Baikonur Cosmodrome,Soyuz 2.1a,2017-042T,42842,,2017,7,14,(Lemur 2F49),3.0543261909900767,6967,6957,13924,6962.0,10,13923.996409077388,6961.998204538694,0.0010868455628620208,5781.120631926672,5790.0,2810.2669738532436,16.058668422018535,2810.2669738532436,3.0543261909900763,5.0,3.0543887240854604,3.054451234832674,6.253311129850899e-05,595.9797216103234,6856.533702719528,-1207.2236047087151,6.108902469665348,0.0
1013,Lemur-2-Furiaus ,NR,USA,Spire Global Inc.,Commercial,Earth Observation,Meteorology Automatic Identification System (AIS),LEO,Sun-Synchronous,289.0,584,601,0.00122,97.6,96.5,10.0,,,2017-07-14,,Spire Global,USA,Baikonur Cosmodrome,Soyuz 2.1a,2017-042R,42840,,2017,7,14,(Lemur 2F45),5.044001538263612,6972,6955,13927,6963.5,17,13926.989624466589,6963.494812233294,0.0010864944074342425,5782.989092431072,5790.0,4642.455132534944,16.063858590086312,4642.455132534944,5.044001538263612,8.5,5.042847547244055,1.2414919789438412,0.0011539905979248467,589.7434169271937,-5507.0456668968745,4261.778174705089,2.4829839578876824,0.0
1014,Lemur-2-Greenberg ,NR,USA,Spire Global Inc.,Commercial,Earth Observation,Meteorology Automatic Identification System (AIS),LEO,Sun-Synchronous,226.0,585,602,0.00122,97.6,96.5,10.0,,,2017-07-14,,Spire Global,USA,Baikonur Cosmodrome,Soyuz 2.1a,2017-042N,42837,,2017,7,14,(Lemur 2F42),3.944444109507185,6973,6956,13929,6964.5,17,13928.989625956363,6964.4948129781815,0.0010862604088545877,5784.234844575546,5790.0,3631.2140968724266,16.06731901270985,3631.2140968724257,3.9444441095071836,8.5,3.943567258067645,2.340494528746223,0.0008768515300820062,599.4076538823529,-218.648829192875,-6961.061755271564,4.680989057492446,0.0
1016,Lemur-2-Jobanputra ,NR,USA,Spire Global Inc.,Commercial,Earth Observation,Meteorology Automatic Identification System (AIS),LEO,Sun-Synchronous,51.0,496,507,0.0008,97.5,94.6,10.0,,,2017-02-15,,Spire Global,USA,Satish Dhawan Space Centre,PSLV-XL,2017-008BB,41997,,2017,2,15,(Lemur 2-F22),0.8901179185171081,6878,6867,13745,6872.5,11,13744.995598398713,6872.497799199356,0.0011081453854910502,5670.000876640686,5676.0,803.2501241907639,15.750002435113018,803.2501241907639,0.890117918517108,5.5,0.8907399484511707,0.8913621348459146,0.0006220299325888467,498.0426549366766,-1445.5966929749545,6718.740770387927,1.7827242696918293,0.0
1017,Lemur-2-KungFoo ,NR,USA,Spire Global Inc.,Commercial,Earth Observation,Meteorology Automatic Identification System (AIS),LEO,Sun-Synchronous,356.0,496,510,0.0010199999999999999,97.45,94.6,10.0,,,2017-06-23,,Spire Global,USA,Satish Dhawan Space Centre,PSLV,2017-036K,24774,,2017,6,23,(Lemur 2F37),6.213372137099813,6881,6867,13748,6874.0,14,13747.992871688579,6873.996435844289,0.0011077826867577126,5671.857289600162,5676.0,5608.836653049049,15.755159137778229,5608.836653049049,6.213372137099812,7.0,6.213300913025005,0.06995565450178057,7.122411155690393e-05,496.0056344660434,6806.829805316048,958.6151722771584,0.13991130900356114,0.0
1018,Lemur-2-Lisasaurus ,NR,USA,Spire Global Inc.,Commercial,Earth Observation,Meteorology Automatic Identification System (AIS),LEO,Sun-Synchronous,6.0,496,508,0.0008730000000000001,97.45,94.6,10.0,,,2017-06-23,,Spire Global,USA,Satish Dhawan Space Centre,PSLV,2017-036R,42780,,2017,6,23,(Lemur 2F40),0.10471975511965978,6879,6867,13746,6873.0,12,13745.994762111617,6872.997381055809,0.001108024463925,5670.619658452671,5676.0,94.51032764087785,15.75172127347964,94.51032764087785,0.10471975511965978,6.0,0.10481108776470366,0.1049024600918643,9.133267921286333e-05,496.03279764175204,6722.285848600733,1431.4329911545503,0.2098049201837286,0.0
1019,Lemur-2-LucyBryce ,NR,USA,Spire Global Inc.,Commercial,Earth Observation,Meteorology Automatic Identification System (AIS),LEO,Sun-Synchronous,33.0,496,511,0.00109,97.45,94.6,10.0,,,2017-06-23,,Spire Global,USA,Satish Dhawan Space Centre,PSLV,2017-036J,24773,,2017,6,23,(Lemur 2F36),0.5759586531581288,6882,6867,13749,6874.5,15,13748.9918175843,6874.49590879215,0.0011076618311452815,5672.476138934033,5676.0,519.9769794022864,15.756878163705647,519.9769794022864,0.5759586531581289,7.5,0.5765528528945304,0.577147324298564,0.0005941999146199164,497.2180955999456,2781.173055914414,6286.7940668987285,1.154294648597128,0.0
1020,Lemur-2-Lynsey-Symo ,NR,USA,Spire Global Inc.,Commercial,Earth Observation,Meteorology Automatic Identification System (AIS),LEO,Sun-Synchronous,8.0,496,508,0.0008730000000000001,97.45,94.6,10.0,,,2017-06-23,,Spire Global,USA,Satish Dhawan Space Centre,PSLV,2017-036Q,42779,,2017,6,23,(Lemur 2F41),0.13962634015954636,6879,6867,13746,6873.0,12,13745.994762111617,6872.997381055809,0.001108024463925,5670.619658452671,5676.0,126.01377018783712,15.75172127347964,126.01377018783712,0.13962634015954636,6.0,0.13974794340317795,0.13986959925402784,0.0001216032884723213,496.05836543248734,6605.829167229987,1897.6689039320636,0.2797391985080557,0.0
1021,Lemur-2-McPeake ,NR,USA,Spire Global Inc.,Commercial,Earth Observation,Meteorology Automatic Identification System (AIS),LEO,Sun-Synchronous,44.0,496,510,0.0010199999999999999,97.45,94.6,10.0,,,2017-06-23,,Spire Global,USA,Satish Dhawan Space Centre,PSLV,2017-036T,42782,,2017,6,23,(Lemur 2F38),0.767944870877505,6881,6867,13748,6874.0,14,13747.992871688579,6873.996435844289,0.0011077826867577126,5671.857289600162,5676.0,693.227002062242,15.755159137778229,693.227002062242,0.7679448708775048,7.0,0.7686539426802134,0.7693632745090807,0.000709071874564096,497.9598182376194,220.40986705711208,6870.461887011793,1.5387265490181614,0.0
1022,Lemur-2-Mia-Grace ,NR,USA,Spire Global Inc.,Commercial,Earth Observation,Meteorology Automatic Identification System (AIS),LEO,Sun-Synchronous,340.0,496,507,0.0008,97.5,94.6,10.0,,,2017-02-15,,Spire Global,USA,Satish Dhawan Space Centre,PSLV-XL,2017-008AW,41992,,2017,2,15,(Lemur 2F27),5.934119456780721,6878,6867,13745,6872.5,11,13744.995598398713,6872.497799199356,0.0011081453854910502,5670.000876640686,5676.0,5355.0008279384265,15.750002435113018,5355.0008279384265,5.934119456780721,5.5,5.933845634819279,0.3496135973054397,0.00027382203196104265,496.3340850667382,5259.797869947109,4423.32116017897,0.6992271946108795,0.0
1023,Lemur-2-Monson ,NR,USA,Spire Global Inc.,Commercial,Earth Observation,Meteorology Automatic Identification System (AIS),LEO,Sun-Synchronous,122.0,585,601,0.00115,97.6,96.5,10.0,,,2017-07-14,,Spire Global,USA,Baikonur Cosmodrome,Soyuz 2.1a,2017-042Q,42839,,2017,7,14,(Lemur 2F44),2.129301687433082,6972,6956,13928,6964.0,16,13927.990809876348,6963.995404938174,0.0010863773976440482,5783.6119573230235,5790.0,1960.0018299816913,16.065588770341733,1960.0018299816916,2.1293016874330823,8.0,2.130276348778066,2.1312507125498796,0.0009746612177125065,597.2505289887049,-3028.394851796034,-6271.050049589751,4.262501425099759,0.0
1024,Lemur-2-NoguesCorreig ,NR,USA,Spire Global Inc.,Commercial,Earth Observation,Meteorology Automatic Identification System (AIS),LEO,Sun-Synchronous,11.0,496,507,0.0008,97.5,94.6,10.0,,,2017-02-15,,Spire Global,USA,Satish Dhawan Space Centre,PSLV-XL,2017-008BA,41996,,2017,2,15,(Lemur 2F28),0.19198621771937624,6878,6867,13745,6872.5,11,13744.995598398713,6872.497799199356,0.0011081453854910502,5670.000876640686,5676.0,173.25002678624318,15.750002435113018,173.2500267862432,0.19198621771937624,5.5,0.1921389848839987,0.19229181207694251,0.0001527672105378667,496.1031740715025,6370.496355005485,2578.377044387615,0.38458362415388503,0.0
1025,Lemur-2-PeterG ,NR,USA,Spire Global Inc.,Commercial,Earth Observation,Meteorology Automatic Identification System (AIS),LEO,Sun-Synchronous,209.0,586,596,0.000718,97.6,96.5,10.0,,,2017-07-14,,Spire Global,USA,Baikonur Cosmodrome,Soyuz 2.1a,2017-042S,42841,,2017,7,14,(Lemur 2F48),3.6477381366681487,6967,6957,13924,6962.0,10,13923.996409077388,6961.998204538694,0.0010868455628620208,5781.120631926672,5790.0,3356.2617002018737,16.058668422018535,3356.2617002018737,3.6477381366681483,5.0,3.647390261818199,2.636142811016137,0.0003478749045275555,595.372818308253,3697.508621620327,-5898.970761470772,5.272285622032274,0.0
1026,Lemur-2-Rdeaton ,NR,USA,Spire Global Inc.,Commercial,Earth Observation,Meteorology Automatic Identification System (AIS),LEO,Sun-Synchronous,297.0,496,507,0.0008,97.5,94.6,10.0,,,2017-02-15,,Spire Global,USA,Satish Dhawan Space Centre,PSLV-XL,2017-008AZ,41995,,2017,2,15,(Lemur 2-F25),5.183627878423159,6878,6867,13745,6872.5,11,13744.995598398713,6872.497799199356,0.0011081453854910502,5670.000876640686,5676.0,4677.750723228566,15.750002435113018,4677.750723228566,5.183627878423158,5.5,5.1829148142243096,1.1009836863887077,0.000713064124935276,499.0074539927082,-4055.397587554479,5548.422022531831,2.2019673727774154,0.0
1029,Lemur-2-Sam-Amelia ,NR,USA,Spire Global Inc.,Commercial,Earth Observation,Meteorology Automatic Identification System (AIS),LEO,Sun-Synchronous,319.0,496,509,0.0009460000000000001,97.45,94.6,10.0,,,2017-06-23,,Spire Global,USA,Satish Dhawan Space Centre,PSLV,2017-036S,42781,,2017,6,23,(Lemur 2F39),5.567600313861911,6880,6867,13747,6873.5,13,13746.993853202961,6873.4969266014805,0.0011079035643490867,5671.238462772769,5676.0,5025.347415623648,15.753440174368802,5025.347415623648,5.567600313861911,6.5,5.566979238600535,0.7168273655090454,0.0006210753396969476,497.5952788998293,939.6906939052519,6808.960433829005,1.4336547310180907,0.0
1030,Lemur-2-Satchmo ,NR,USA,Spire Global Inc.,Commercial,Earth Observation,Meteorology Automatic Identification System (AIS),LEO,Sun-Synchronous,41.0,496,507,0.0008,97.5,94.6,10.0,,,2017-02-15,,Spire Global,USA,Satish Dhawan Space Centre,PSLV-XL,2017-008AV,41991,,2017,2,15,(Lemur 2-F24),0.7155849933176751,6878,6867,13745,6872.5,11,13744.995598398713,6872.497799199356,0.0011081453854910502,5670.000876640686,5676.0,645.7500998396337,15.750002435113018,645.7500998396338,0.7155849933176751,5.5,0.7161101576180905,0.7166354804321348,0.0005251643477979579,497.35250157426253,942.1666093363284,6807.609613423712,1.4332709608642695,0.0
1031,Lemur-2-ShainaJohl ,NR,USA,Spire Global Inc.,Commercial,Earth Observation,Meteorology Automatic Identification System (AIS),LEO,Sun-Synchronous,82.0,496,511,0.00109,97.45,94.6,10.0,,,2017-06-23,,Spire Global,USA,Satish Dhawan Space Centre,PSLV,2017-036G,24771,,2017,6,23,(Lemur 2F34),1.4311699866353502,6882,6867,13749,6874.5,15,13748.9918175843,6874.49590879215,0.0011076618311452815,5672.476138934033,5676.0,1292.064009423863,15.756878163705647,1292.0640094238631,1.4311699866353504,7.5,1.980091784075226,1.9810915350144245,0.0009999678221255224,506.4820189281945,-4686.961284520542,-5029.0271489101515,3.962183070028849,0.0
1032,Lemur-2-Smita-Sharad ,NR,USA,Spire Global Inc.,Commercial,Earth Observation,Meteorology Automatic Identification System (AIS),LEO,Sun-Synchronous,24.0,496,507,0.0008,97.5,94.6,10.0,,,2017-02-15,,Spire Global,USA,Satish Dhawan Space Centre,PSLV-XL,2017-008AX,41993,,2017,2,15,(Lemur 2-F26),0.4188790204786391,6878,6867,13745,6872.5,11,13744.995598398713,6872.497799199356,0.0011081453854910502,5670.000876640686,5676.0,378.00005844271243,15.750002435113018,378.00005844271243,0.41887902047863906,5.5,0.41920464777336847,0.419530394116456,0.0003256273701658738,496.4780555203042,4591.942719109952,5113.247653813893,0.839060788232912,0.0
1034,Lemur-2-Spire-Minions ,NR,USA,Spire Global Inc.,Commercial,Earth Observation,Meteorology Automatic Identification System (AIS),LEO,Sun-Synchronous,2.0,496,507,0.0008,97.5,94.6,10.0,,,2017-02-15,,Spire Global,USA,Satish Dhawan Space Centre,PSLV-XL,2017-008AY,41994,,2017,2,15,(Lemur 2F23),0.03490658503988659,6878,6867,13745,6872.5,11,13744.995598398713,6872.497799199356,0.0011081453854910502,5670.000876640686,5676.0,31.500004870226036,15.750002435113018,31.500004870226036,0.03490658503988659,5.5,0.034934526977181246,0.03496248009335798,2.794194621790662e-05,496.00535459662115,6855.7053002424955,480.16761506840237,0.06992496018671596,0.0
1036,Lemur-2-Tachikoma ,NR,USA,Spire Global Inc.,Commercial,Earth Observation,Meteorology Automatic Identification System (AIS),LEO,Sun-Synchronous,155.0,496,507,0.0008,97.5,94.6,10.0,,,2017-02-15,,Spire Global,USA,Satish Dhawan Space Centre,PSLV-XL,2017-008BC,41998,,2017,2,15,(Lemur 2F29),2.705260340591211,6878,6867,13745,6872.5,11,13744.995598398713,6872.497799199356,0.0011081453854910502,5670.000876640686,5676.0,2441.2503774425177,15.750002435113018,2441.2503774425177,2.7052603405912103,5.5,2.705598190243986,2.7059359174750868,0.0003378497287424338,506.48366494105176,4424.6671517837885,-5258.665147616631,5.4118718349501735,0.0
1041,Lemur-2-XueniTerence ,NR,USA,Spire Global Inc.,Commercial,Earth Observation,Meteorology Automatic Identification System (AIS),LEO,Sun-Synchronous,315.0,496,511,0.00109,97.45,94.6,10.0,,,2017-06-23,,Spire Global,USA,Satish Dhawan Space Centre,PSLV,2017-036H,24772,,2017,6,23,(Lemur 2F35),5.497787143782138,6882,6867,13749,6874.5,15,13748.9918175843,6874.49590879215,0.0011076618311452815,5672.476138934033,5676.0,4963.4166215672785,15.756878163705647,4963.4166215672785,5.497787143782139,7.5,5.49701580288243,0.7869411422975857,0.0007713409756063872,498.2055924542128,-21.21438322671063,6874.463175439955,1.5738822845951714,0.0
1042,Lemur-2-Zachary ,NR,USA,Spire Global Inc.,Commercial,Earth Observation,Meteorology Automatic Identification System (AIS),LEO,Sun-Synchronous,128.0,587,597,0.000718,97.6,96.5,10.0,,,2017-07-14,,Spire Global,USA,Baikonur Cosmodrome,Soyuz 2.1a,2017-042W,42845,,2017,7,14,(Lemur 2F46),2.234021442552742,6968,6958,13926,6963.0,10,13925.996409593103,6962.998204796551,0.0010866114382304492,5782.366249900495,5790.0,2055.952444409065,16.06212847194582,2055.952444409065,2.234021442552742,5.0,2.234586984278973,2.235152400912321,0.000565541721245618,595.0801864324612,-1669.2159709718658,-6759.960316375601,4.470304801824642,0.0
1044,LilacSat-2 ,NR,China,Harbin Institute/China Amateur Satellite - CAMSAT,Civil,Technology Development,,LEO,Sun-Synchronous,242.0,520,541,0.0015199999999999999,97.47,95.24,11.0,,,2015-09-19,,Harbin Institute of Technology,China,Taiyuan Launch Center,Long March 6,2015-049K,40908,Technology demonstration and carries amateur radio.,2015,9,19,(CAS-3H Zidingxiang-2),4.223696789826278,6912,6891,13803,6901.5,21,13802.984025202666,6901.492012601333,0.001101168112392971,5705.927402424927,5714.4,3835.651198296757,15.849798340069242,3835.651198296757,4.223696789826277,10.5,4.222355666506408,2.0621702838144915,0.0013411228584291838,535.437305689974,-3828.5264548041987,-5742.213084917989,4.124340567628983,0.0
1045,Ling Qiao,NR,China,Xinwei Telecom Technology Company,Commercial,Technology Development,,LEO,Sun-Synchronous,302.0,779,808,0.00202,98.47,100.73,100.0,,,2014-09-04,,Xinwei Telecom Technology Co/Tsinghua University,China,Jiuquan Satellite Launch Center,Long March 2D,2014-051A,40136,Test satellite for multimedial communications.,2014,9,4,,5.270894341022875,7179,7150,14329,7164.5,29,14328.970653888577,7164.485326944288,0.0010410942181473652,6035.174528546091,6043.8,5062.840854502554,16.764373690405808,5062.840854502554,5.270894341022875,14.5,5.269179448184041,1.0157216664543287,0.0017148921366511168,785.8519132173715,-3184.8191755459707,6417.695720857458,2.0314433329086574,0.0
1047,Lituanicasat-2,NR (10/17),Lithuania,Vilnius University,Civil,Technology Development,,LEO,Sun-Synchronous,49.0,496,512,0.00116,97.45,94.69,3.0,,,2017-06-22,,Vilnius University,Lithuania,Satish Dhawan Space Centre,PSLV,2017-036D,42768,Part of European Union QB50 program.,2017,6,22,,0.8552113334772214,6883,6867,13750,6875.0,16,13749.99069090594,6874.99534545297,0.0011075409975061983,5673.09501077356,5681.4,772.1712653552902,15.758597252148776,772.1712653552901,0.8552113334772212,8.0,0.8560874633500595,0.8569639262959333,0.0008761299020356518,498.77320450948264,-980.6727720751383,6804.6927348944855,1.7139278525918666,0.0
1051,LQSat ,NR,China,Changchun Institute of Optics,Commercial,Earth Observation,Technology Development,LEO,Sun-Synchronous,224.0,640,663,0.00164,98.04,97.77,55.0,,,2015-10-07,,Chang Guang Satellite Technology Co. Ltd.,China,Jiuquan Satellite Launch Center,Long March 2D,2015-057A,40958,Technology development in earth imaging.,2015,10,7,(Lingqiao Satellite Jilian 1A),3.9095375244672983,7034,7011,14045,7022.5,23,14044.981167662703,7022.490583831352,0.0010728308248464052,5856.64129111795,5866.2,3644.1323589178355,16.268448030883192,3644.132358917835,3.9095375244672974,11.5,3.90839962713688,2.375922905738822,0.0011378976322831238,659.7936627136014,277.01370555313093,-7017.024840537561,4.751845811477644,0.0
1056,M3MSat ,NR (12/16),Canada,Defence Research and Development Canada (DRDC)/Canadian Space Agency,Government,Earth Observation,Automatic Identification System (AIS),LEO,Sun-Synchronous,346.0,501,515,0.0010199999999999999,97.5,94.7,85.0,,,2016-06-22,,Com Dev International (Honeywell Canada),Canada,Satish Dhawan Space Centre,PSLV XL,2016-040G,41605,Automatic Identification System (AIS) satellite; real-time data on the locations speeds and routes of vessels through Canadian oceans.,2016,6,22,(Maritime Monitoring and Messaging Microsatellite),6.03883921190038,6886,6872,13758,6879.0,14,13757.992876869794,6878.996438434897,0.0011065751187633273,5678.046795595288,5682.0,5457.233864655472,15.772352209986911,5457.233864655471,6.038839211900379,7.0,6.038592207105817,0.24484022720735182,0.0002470049105006639,501.192261902439,6070.601932698347,3235.4941407414726,0.48968045441470365,0.0
1057,Maroc Tubsat ,NR,Morocco/Germany,CTRS Morocco/Institut für Luft-und Raumfahrttechnik (Berlin),Government,Technology Development,,LEO,Sun-Synchronous,349.0,984,1014,0.0020399999999999997,99.2,105.1,47.0,,56.0,2001-12-10,3.0,CRTS Morocco/Institut für Luft-und Raumfahrttechnik,Morocco/Germany,Baikonur Cosmodrome,Zenit,2001-056D,27004,Test three-dimensional attitude control system for future remote sensing; currently used for ice observation in Arctic.,2001,12,10,,6.09119908946021,7385,7355,14740,7370.0,30,14739.969470796064,7369.984735398032,0.0009978554491854358,6296.688876438609,6306.0,6104.290049658541,17.490802434551693,6104.290049658541,6.0911990894602095,15.0,6.090809058064183,0.19276667176785664,0.00039003215820130764,984.2425516571939,6829.027251365646,2771.5077090767636,0.3855333435357133,0.0
1058,Max Valier,NR (10/17),Italy,Max Valier school Bolzano Italy Oskar von Miller school Merano Italy,Civil,Space Science/Technology Development,,LEO,Sun-Synchronous,318.0,496,516,0.00145,97.45,94.7,16.0,,,2017-06-23,,Two high schools and OHB System AG,Italy/Germany,Satish Dhawan Space Centre,PSLV,2017-036P,42778,Carries a mini x-ray telescope added to the mission by the Max Planck Institute of Extraterrestrial Physics (MPE).,2017,6,23,,5.550147021341968,6887,6867,13754,6877.0,20,13753.985458767942,6876.992729383971,0.0011070578825715211,5675.570723171888,5682.0,5013.4208054685005,15.765474231033021,5013.4208054685005,5.550147021341968,10.0,5.549175735343811,0.7349813809436306,0.0009712862559620513,498.5961041422088,692.2579547178749,6842.0617460988615,1.4699627618872613,0.0
1073,Meteor-M N-2,Russia,Russia,Russian Federal Service For Hydrometeorology and Environmental Monitoring (ROSHYDROMET),Government,Earth Observation,Meteorology,LEO,Sun-Synchronous,180.0,819,828,0.0006259999999999999,98.81,101.3,2778.0,,,2014-07-08,5.0,VNIIEM,Russia,Baikonur Cosmodrome,Soyuz 2-1b,2014-037A,40069,Imaging meteorological satellite carrying a range of weather and climate sensors,2014,7,8,,3.141592653589793,7199,7190,14389,7194.5,9,14388.997185349644,7194.498592674822,0.0010345891980315703,6073.120924840601,6078.0,3036.5604624203006,16.869780346779446,3036.5604624203,3.1415926535897927,4.5,3.1415926535897927,3.141592653589793,7.671091065669539e-20,828.0037570000004,7194.5,-1.7621439345978716e-12,6.283185307179586,0.0
1078,MetOp-A ,EUMETSAT,Multinational,ESA/EUMETSAT (European Organization for the Exploitation of Meterological Satellites),Government/Civil,Earth Observation,Earth Science/Meterology,LEO,Sun-Synchronous,315.0,820,821,6.95e-05,98.7,101.3,4193.0,3750.0,,2006-10-19,5.0,EADS-Astrium,France/UK/Germany/Spain,Baikonur Cosmodrome,Soyuz-Fregat (Soyuz 2),2006-044A,29499,First polar-orbiting European meteorological satellite.,2006,10,19,(Meteorological Operational satellite),5.497787143782138,7192,7191,14383,7191.5,1,14382.999965236737,7191.499982618368,0.0010352366480620618,6069.32271857025,6078.0,5310.657378748969,16.85922977380625,5310.657378748968,5.497787143782137,0.5,5.497737997445601,0.7854964572781041,4.91463365559343e-05,820.1465988596765,-1.4137608763664846,7191.499843654326,1.5709929145562083,0.0
1079,MetOp-B ,EUMETSAT,Multinational,ESA/EUMETSAT (European Organization for the Exploitation of Meterological Satellites),Government/Civil,Earth Observation,Earth Science/Meterology,LEO,Sun-Synchronous,10.0,819,822,0.00020899999999999998,98.7,101.3,4085.0,,,2012-09-17,5.0,EADS-Astrium,France/UK/Germany/Spain,Baikonur Cosmodrome,Soyuz 2-1a,2012-049A,38771,,2012,9,17,(Meteorological Operational satellite),0.17453292519943295,7193,7190,14383,7191.5,3,14382.999687130638,7191.499843565319,0.0010352366480620618,6069.32271857025,6078.0,168.59229773806248,16.85922977380625,168.59229773806248,0.17453292519943295,1.5,0.1745692251399941,0.1746055288169991,3.6299941314086525e-05,819.0198202794018,6757.442253925355,2460.6190626454504,0.3492110576339982,0.0
